1745079079: mosquitto version 2.0.21 starting
1745079079: Config loaded from mosquitto.conf.
1745079079: Opening ipv4 listen socket on port 1887.
1745079079: mosquitto version 2.0.21 running
1745079082: New connection from 127.0.0.1:56670 on port 1887.
1745079082: New client connected from 127.0.0.1:56670 as auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (p2, c1, k60).
1745079082: No will message specified.
1745079082: Sending CONNACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (0, 0)
1745079082: Received SUBSCRIBE from auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: 	/sensor/temperature/# (QoS 0)
1745079082: auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 0 /sensor/temperature/#
1745079082: Sending SUBACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: Received SUBSCRIBE from auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: 	/sensor/pressure/# (QoS 0)
1745079082: auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 0 /sensor/pressure/#
1745079082: Sending SUBACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079086: New connection from 127.0.0.1:56724 on port 1887.
1745079086: New client connected from 127.0.0.1:56724 as raspberry_pi_sector1_dev001_7006321c (p2, c1, k60).
1745079086: No will message specified.
1745079086: Sending CONNACK to raspberry_pi_sector1_dev001_7006321c (0, 0)
1745079086: Received SUBSCRIBE from raspberry_pi_sector1_dev001_7006321c
1745079086: 	/actuator/valve/sector1/dev001 (QoS 0)
1745079086: raspberry_pi_sector1_dev001_7006321c 0 /actuator/valve/sector1/dev001
1745079086: Sending SUBACK to raspberry_pi_sector1_dev001_7006321c
1745079086: Received PUBLISH from raspberry_pi_sector1_dev001_7006321c (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082449: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082449: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082450: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082450: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082450: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082450: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082450: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082450: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082453: Received PINGREQ from F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745082453: Sending PINGRESP to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745082453: Received PINGREQ from F8594714-1E05-F3C4-D993-66F421C3209E
1745082453: Sending PINGRESP to F8594714-1E05-F3C4-D993-66F421C3209E
1745082454: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082454: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082454: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082454: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082454: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082454: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082455: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082455: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082455: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082455: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082455: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082455: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082459: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082459: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082459: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082459: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082459: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082459: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082459: Received PINGREQ from raspberry_pi_sector1_dev001_089211de
1745082459: Sending PINGRESP to raspberry_pi_sector1_dev001_089211de
1745082460: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082460: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082460: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082460: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082460: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082460: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082464: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082464: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082464: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082464: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082464: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082464: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082465: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082465: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082465: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082465: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082465: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082465: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082469: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082469: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082469: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082469: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082469: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082469: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082470: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082470: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082470: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082470: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082470: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082470: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082474: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082474: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082474: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082474: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082474: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082474: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082475: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082475: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082475: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082475: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082475: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082475: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082479: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082479: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082479: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082479: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082479: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082479: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082480: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082480: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082480: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082480: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082480: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082480: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082484: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745082484: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745082484: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745082484: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082484: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082484: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082485: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082485: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082485: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082485: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082485: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082485: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082485: Received PINGREQ from raspberry_pi_sector1_dev001_1e412aba
1745082485: Sending PINGRESP to raspberry_pi_sector1_dev001_1e412aba
1745082489: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082489: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082489: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082489: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082489: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082489: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082490: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082490: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082490: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082490: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082490: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082490: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082494: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082494: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082494: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082494: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082494: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082494: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082495: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082495: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082495: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082495: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082495: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082495: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082499: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082499: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082499: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082499: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082499: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082499: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082500: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082500: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082500: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082500: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082500: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082500: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082504: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082504: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082504: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082504: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082504: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082504: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082505: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082505: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082505: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082505: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082505: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082505: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082509: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082509: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082509: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082509: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082509: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082509: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082510: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745082510: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745082510: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745082510: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082510: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082510: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082513: Received PINGREQ from F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745082513: Sending PINGRESP to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745082513: Received PINGREQ from F8594714-1E05-F3C4-D993-66F421C3209E
1745082513: Sending PINGRESP to F8594714-1E05-F3C4-D993-66F421C3209E
1745082514: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082514: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082514: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
